Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price,Title,SubTitle
13,2,Wasabi*Methodical Engineer,6,149,Sapphire,Uncommon,$0.08,$0.30,Wasabi,Methodical Engineer
11,0,Nick Wilde*Sly Fox,6,150,Sapphire,Uncommon,$0.07,$0.26,Nick Wilde,Sly Fox
18,2,Gadget Hackwrench*Perceptive Mouse,6,151,Sapphire,Common,$0.04,$0.16,Gadget Hackwrench,Perceptive Mouse
10,0,Dr. Delbert Doppler*Fussy Astronomer,6,152,Sapphire,Uncommon,$0.07,$0.28,Dr. Delbert Doppler,Fussy Astronomer
8,0,Tadashi Hamada*Baymax Inventor,6,153,Sapphire,Super Rare,$0.26,$1.31,Tadashi Hamada,Baymax Inventor
6,1,Hiro Hamada*Team Leader,6,154,Sapphire,Rare,$0.16,$0.49,Hiro Hamada,Team Leader
6,2,Tadashi Hamada*Gifted Roboticist,6,155,Sapphire,Rare,$0.43,$1.86,Tadashi Hamada,Gifted Roboticist
8,0,Baymax*Personal Healthcare Companion,6,156,Sapphire,Rare,$0.20,$0.95,Baymax,Personal Healthcare Companion
2,1,Baymax*Armored Companion,6,157,Sapphire,Legendary,$13.48,$17.42,Baymax,Armored Companion
19,0,Yokai*Professor Callaghan,6,158,Sapphire,Common,$0.07,$0.13,Yokai,Professor Callaghan
8,1,Hiram Flaversham*Intrigued Inventor,6,159,Sapphire,Rare,$0.22,$0.86,Hiram Flaversham,Intrigued Inventor
6,1,Yokai*Scientific Supervillain,6,160,Sapphire,Rare,$0.26,$1.53,Yokai,Scientific Supervillain
6,1,Alice*Savvy Sailor,6,161,Sapphire,Super Rare,$2.05,$8.94,Alice,Savvy Sailor
6,1,We Could Be Immortals,6,162,Sapphire,Rare,$0.26,$0.64,We Could Be Immortals,
14,2,Sail The Azurite Sea,6,163,Sapphire,Common,$0.48,$6.06,Sail The Azurite Sea,
18,2,Helping Hand,6,164,Sapphire,Common,$0.04,$0.17,Helping Hand,
10,1,Prepare Your Bot,6,165,Sapphire,Uncommon,$0.09,$0.62,Prepare Your Bot,
19,2,Baymax's Healthcare Chip,6,166,Sapphire,Common,$0.05,$0.15,Baymax's Healthcare Chip,
8,2,Microbots,6,167,Sapphire,Uncommon,$0.35,$0.93,Microbots,
14,1,Jumbo Pop,6,168,Sapphire,Common,$0.05,$0.18,Jumbo Pop,
8,1,Rescue Rangers Submarine*Mobile Headquarters,6,169,Sapphire,Rare,$0.20,$1.00,Rescue Rangers Submarine,Mobile Headquarters
16,2,Institute of Technology*Prestigious University,6,170,Sapphire,Common,$0.05,$0.12,Institute of Technology,Prestigious University
11,3,Kakamora*Long-Range Specialist,6,171,Steel,Common,$0.06,$0.20,Kakamora,Long-Range Specialist
7,1,Kakamora*Pirate Chief,6,172,Steel,Rare,$0.13,$0.41,Kakamora,Pirate Chief
16,2,Jim Hawkins*Stubborn Cabin Boy,6,173,Steel,Common,$0.10,$0.35,Jim Hawkins,Stubborn Cabin Boy
7,1,Mr. Big*Shrewd Tycoon,6,174,Steel,Rare,$0.20,$0.58,Mr. Big,Shrewd Tycoon
11,0,Mr. Smee*Steadfast Mate,6,175,Steel,Uncommon,$0.07,$0.36,Mr. Smee,Steadfast Mate
4,0,Mr. Smee*Captain of the Jolly Roger,6,176,Steel,Super Rare,$0.25,$1.03,Mr. Smee,Captain of the Jolly Roger
16,3,Mullins*Seasoned Shipmate,6,177,Steel,Common,$0.04,$0.15,Mullins,Seasoned Shipmate
14,0,Kohut*Trusted Marine,6,178,Steel,Common,$0.04,$0.13,Kohut,Trusted Marine
14,0,King Hubert*Phillip's Father,6,179,Steel,Common,$0.03,$0.13,King Hubert,Phillip's Father
15,2,Hercules*Unwavering Demigod,6,180,Steel,Common,$0.04,$0.16,Hercules,Unwavering Demigod
18,2,John Silver*Ship's Cook,6,181,Steel,Common,$0.09,$0.47,John Silver,Ship's Cook
15,0,Mr. Arrow*Legacy's First Mate,6,182,Steel,Common,$0.06,$0.19,Mr. Arrow,Legacy's First Mate
11,1,Jim Hawkins*Rigging Specialist,6,183,Steel,Uncommon,$0.11,$1.08,Jim Hawkins,Rigging Specialist
12,0,Tuk Tuk*Big Buddy,6,184,Steel,Uncommon,$0.07,$0.21,Tuk Tuk,Big Buddy
11,2,Billy Bones*Space Sailor,6,185,Steel,Uncommon,$0.10,$0.30,Billy Bones,Space Sailor
13,2,Pluto*Guard Dog,6,186,Steel,Uncommon,$0.24,$3.71,Pluto,Guard Dog
11,2,Mickey Mouse*Night Watch,6,187,Steel,Uncommon,$0.08,$0.29,Mickey Mouse,Night Watch
7,0,Cobra Bubbles*Former CIA,6,188,Steel,Rare,$0.15,$0.39,Cobra Bubbles,Former CIA
7,1,Gantu*Captain Crankyhead,6,189,Steel,Rare,$1.33,$5.79,Gantu,Captain Crankyhead
6,0,Wreck-It Ralph*Ham Hands,6,190,Steel,Legendary,$1.51,$5.46,Wreck-It Ralph,Ham Hands
6,1,Calhoun*Marine Sergeant,6,191,Steel,Rare,$11.39,$19.83,Calhoun,Marine Sergeant
10,0,Captain Amelia*Commander of the Legacy,6,192,Steel,Super Rare,$0.30,$0.98,Captain Amelia,Commander of the Legacy
5,2,Jafar*Power-Hungry Vizier,6,193,Steel,Super Rare,$0.22,$0.69,Jafar,Power-Hungry Vizier
2,0,John Silver*Stern Captain,6,194,Steel,Legendary,$2.87,$6.28,John Silver,Stern Captain
8,0,Hot Potato,6,195,Steel,Uncommon,$0.08,$0.26,Hot Potato,
15,3,I'm Still Here,6,196,Steel,Common,$0.10,$0.54,I'm Still Here,
16,2,Twin Fire,6,197,Steel,Common,$0.07,$0.29,Twin Fire,
5,1,Ambush!,6,198,Steel,Rare,$0.20,$0.49,Ambush!,
8,1,Unfortunate Situation,6,199,Steel,Uncommon,$0.11,$0.23,Unfortunate Situation,
5,1,King's Sensor Core,6,200,Steel,Rare,$0.17,$0.69,King's Sensor Core,
9,0,Training Dummy,6,201,Steel,Uncommon,$0.05,$0.21,Training Dummy,
14,1,Sunglasses,6,202,Steel,Common,$0.05,$0.12,Sunglasses,
6,1,Treasure Mountain*Azurite Sea Island,6,203,Steel,Rare,$0.27,$0.60,Treasure Mountain,Azurite Sea Island
17,2,Galactic Council Chamber*Courtroom,6,204,Steel,Common,$0.07,$0.18,Galactic Council Chamber,Courtroom
0,0,Chip 'n' Dale*Recovery Rangers,6,205,Amber,Enchanted,$79.43,$79.43,Chip 'n' Dale,Recovery Rangers
0,0,Tiana*Restaurant Owner,6,206,Amber,Enchanted,$105.89,$105.89,Tiana,Restaurant Owner
0,0,Sugar Rush Speedway*Finish Line,6,207,Amber,Enchanted,$44.30,$44.30,Sugar Rush Speedway,Finish Line
0,0,Rafiki*Ethereal Guide,6,208,Amethyst,Enchanted,$52.21,$52.21,Rafiki,Ethereal Guide
0,0,Yzma*Conniving Chemist,6,209,Amethyst,Enchanted,$65.64,$65.64,Yzma,Conniving Chemist
0,0,Maleficent's Staff,6,210,Amethyst,Enchanted,$44.00,$44.00,Maleficent's Staff,
0,1,Daisy Duck*Pirate Captain,6,211,Emerald,Enchanted,$58.19,$58.19,Daisy Duck,Pirate Captain
0,0,Basil*Disguised Detective,6,212,Emerald,Enchanted,$51.18,$51.18,Basil,Disguised Detective
0,0,You Came Back,6,213,Emerald,Enchanted,$105.15,$105.15,You Came Back,
0,0,Raya*Kumandran Rider,6,214,Ruby,Enchanted,$67.20,$67.20,Raya,Kumandran Rider
0,0,Tigger*In the Crow's Nest,6,215,Ruby,Enchanted,$86.90,$86.90,Tigger,In the Crow's Nest
0,0,The Islands I Pulled From The Sea,6,216,Ruby,Enchanted,$44.78,$44.78,The Islands I Pulled From The Sea,
0,0,Gadget Hackwrench*Brilliant Bosun,6,217,Sapphire,Enchanted,$50.50,$50.50,Gadget Hackwrench,Brilliant Bosun
0,0,Baymax*Personal Healthcare Companion,6,218,Sapphire,Enchanted,$125.94,$125.94,Baymax,Personal Healthcare Companion
0,0,We Could Be Immortals,6,219,Sapphire,Enchanted,$66.68,$66.68,We Could Be Immortals,
0,0,Wreck-It Ralph*Ham Hands,6,220,Steel,Enchanted,$53.45,$53.45,Wreck-It Ralph,Ham Hands
0,1,Captain Amelia*Commander of the Legacy,6,221,Steel,Enchanted,$53.36,$53.36,Captain Amelia,Commander of the Legacy
0,0,Treasure Mountain*Azurite Sea Island,6,222,Steel,Enchanted,$33.19,$33.19,Treasure Mountain,Azurite Sea Island
0,0,Rhino*Motivational Speaker,7,1,Amber Steel,Rare,,,Rhino,Motivational Speaker
0,0,Perdita*Playful Mother,7,2,Amber Sapphire,Rare,$5.00,,Perdita,Playful Mother
0,0,King Stefan*New Father,7,3,Amber,Common,$1.00,,King Stefan,New Father
0,0,Bolt*Superdog,7,4,Amber Steel,Super Rare,$15.00,,Bolt,Superdog
0,0,Roger Radcliffe*Dog Lover,7,5,Amber,Common,,,Roger Radcliffe,Dog Lover
0,0,Trusty*Loyal Bloodhound,7,6,Amber,Common,,,Trusty,Loyal Bloodhound
0,0,Peg*Natural Performer,7,7,Amber Emerald,Uncommon,,,Peg,Natural Performer
0,0,Suzy*Master Seamstress,7,8,Amber,Common,,,Suzy,Master Seamstress
0,0,Mittens*Sassy Street Cat,7,9,Amber,Rare,$5.00,,Mittens,Sassy Street Cat
0,0,Tramp*Street-Smart Dog,7,10,Amber Emerald,Rare,,,Tramp,Street-Smart Dog
0,0,The Troubadour*Musical Narrator,7,11,Amber Steel,Uncommon,$1.00,$6.00,The Troubadour,Musical Narrator
0,0,Wendy Darling*Pirate Queen,7,12,Amber Ruby,Uncommon,$1.00,,Wendy Darling,Pirate Queen
0,0,Mirabel Madrigal*Hopeful Dreamer,7,13,Amber Amethyst,Uncommon,$1.00,,Mirabel Madrigal,Hopeful Dreamer
0,0,Aurora*Waking Beauty,7,14,Amber,Legendary,$25.00,,Aurora,Waking Beauty
0,0,Cinderella*The Right One,7,15,Amber,Rare,$5.00,,Cinderella,The Right One
0,0,Mariano Guzman*Handsome Suitor,7,16,Amber,Common,$1.00,,Mariano Guzman,Handsome Suitor
0,0,Candlehead*Dedicated Racer,7,17,Amber,Common,$1.00,,Candlehead,Dedicated Racer
0,0,Bolt*Dependable Friend,7,18,Amber,Common,$1.00,,Bolt,Dependable Friend
0,0,Pascal*Garden Chameleon,7,19,Amber Amethyst,Uncommon,$1.00,$5.00,Pascal,Garden Chameleon
0,0,King Candy*Royal Racer,7,20,Amber Ruby,Super Rare,$5.00,,King Candy,Royal Racer
0,0,Penny*Bolt's Person,7,21,Amber Steel,Uncommon,$1.00,,Penny,Bolt's Person
0,0,"Fix-it Felix, Jr.*Pint-Sized Hero",7,22,Amber Ruby,Uncommon,,,"Fix-it Felix, Jr.",Pint-Sized Hero
0,0,Thunderbolt*Wonder Dog,7,23,Amber Sapphire,Uncommon,$1.00,,Thunderbolt,Wonder Dog
0,0,The Prince*Vigilant Suitor,7,24,Amber,Uncommon,,,The Prince,Vigilant Suitor
0,0,Isabela Madrigal*In the Moment,7,25,Amber,Rare,,,Isabela Madrigal,In the Moment
0,0,Calhoun*Courageous Rescuer,7,26,Amber Ruby,Rare,,,Calhoun,Courageous Rescuer
0,0,Wreck-It Ralph*Hero's Duty,7,27,Amber,Rare,,,Wreck-It Ralph,Hero's Duty
0,0,Lady*Miss Park Avenue,7,28,Amber Emerald,Super Rare,$10.00,$20.00,Lady,Miss Park Avenue
0,0,Pongo*Dear Old Dad,7,29,Amber Sapphire,Super Rare,$5.00,,Pongo,Dear Old Dad
0,0,Kenai*Protective Brother,7,30,Amber,Rare,,,Kenai,Protective Brother
0,0,Minnie Mouse*Storyteller,7,31,Amber,Legendary,,,Minnie Mouse,Storyteller
0,0,Perla*Nimble Seamstress,7,32,Amber Emerald,Uncommon,$1.00,,Perla,Nimble Seamstress
0,0,Snow White*Fairest in the Land,7,33,Amber,Uncommon,$1.00,,Snow White,Fairest in the Land
0,0,Koda*Smallish Bear,7,34,Amber,Uncommon,,,Koda,Smallish Bear
0,0,Mirabel Madrigal*Musically Talented,7,35,Amber Amethyst,Super Rare,,,Mirabel Madrigal,Musically Talented
0,0,Calhoun*Battle-Tested,7,36,Amber,Common,,,Calhoun,Battle-Tested
0,0,Pepa Madrigal*Sensitive Sister,7,37,Amber,Common,,,Pepa Madrigal,Sensitive Sister
0,0,So Much To Give,7,38,Amber,Common,$1.00,,So Much To Give,
0,0,Restoring the Heart,7,39,Amber Sapphire,Uncommon,$1.00,,Restoring the Heart,
0,0,The Family Madrigal,7,40,Amber Amethyst,Rare,,,The Family Madrigal,
0,0,Amber Coil,7,41,Amber,Uncommon,,,Amber Coil,
0,0,Spaghetti Dinner,7,42,Amber,Common,$1.00,,Spaghetti Dinner,
0,0,Kanine Krunchies,7,43,Amber,Common,$1.00,,Kanine Krunchies,
0,0,The Glass Slipper,7,44,Amber,Rare,$5.00,,The Glass Slipper,
0,0,Kuzco*Temporary Whale,7,45,Amethyst,Rare,,,Kuzco,Temporary Whale
0,0,Tanana*Tribal Elder,7,46,Amethyst,Common,,,Tanana,Tribal Elder
0,0,Treasure Guardian*Foreboding Sentry,7,47,Amethyst,Common,,,Treasure Guardian,Foreboding Sentry
0,0,Honeymaren*Northuldra Guide,7,48,Amethyst,Common,$1.00,,Honeymaren,Northuldra Guide
0,0,Iago*Giant Spectral Parrot,7,49,Amethyst,Rare,,,Iago,Giant Spectral Parrot
0,0,Chernabog*Creature of the Night,7,50,Amethyst,Rare,,,Chernabog,Creature of the Night
0,0,Jafar*Newly Crowned,7,51,Amethyst Steel,Super Rare,,,Jafar,Newly Crowned
0,0,Hades*Fast Talker,7,52,Amethyst Ruby,Rare,$5.00,,Hades,Fast Talker
0,0,Madame Medusa*Diamond Lover,7,53,Amethyst Ruby,Uncommon,,,Madame Medusa,Diamond Lover
0,0,Te Kā*Elemental Terror,7,54,Amethyst Ruby,Super Rare,$5.00,,Te Kā,Elemental Terror
0,0,Elsa*Trusted Sister,7,55,Amethyst,Common,$1.50,,Elsa,Trusted Sister
0,0,Madam Mim*Cheating Spellcaster,7,56,Amethyst,Rare,,,Madam Mim,Cheating Spellcaster
0,0,Giant Cobra*Ghostly Serpent,7,57,Amethyst Steel,Uncommon,$2.00,$7.00,Giant Cobra,Ghostly Serpent
0,0,Te Kā*Lava Monster,7,58,Amethyst,Common,$1.00,,Te Kā,Lava Monster
0,0,Yzma*Transformed Kitten,7,59,Amethyst,Common,,,Yzma,Transformed Kitten
0,0,Bucky*Nutty Rascal,7,60,Amethyst,Common,,,Bucky,Nutty Rascal
0,0,Pain*Impudent Imp,7,61,Amethyst,Common,$1.00,,Pain,Impudent Imp
0,0,Rajah*Ghostly Tiger,7,62,Amethyst,Common,$1.00,,Rajah,Ghostly Tiger
0,0,Kronk*Laid Back,7,63,Amethyst Emerald,Rare,,,Kronk,Laid Back
0,0,Mother Gothel*Vain Sorceress,7,64,Amethyst Ruby,Uncommon,$1.00,,Mother Gothel,Vain Sorceress
0,0,Sven*Keen-Eyed Reindeer,7,65,Amethyst Sapphire,Uncommon,$1.00,,Sven,Keen-Eyed Reindeer
0,0,Diablo*Spiteful Raven,7,66,Amethyst Emerald,Uncommon,$1.00,,Diablo,Spiteful Raven
0,0,Merlin*Clever Clairvoyant,7,67,Amethyst Sapphire,Rare,,,Merlin,Clever Clairvoyant
0,0,Yzma*Above It All,7,68,Amethyst Emerald,Super Rare,,,Yzma,Above It All
0,0,Elsa*Ice Maker,7,69,Amethyst Sapphire,Super Rare,$5.00,,Elsa,Ice Maker
0,0,Kenai*Magical Bear,7,70,Amethyst,Rare,,,Kenai,Magical Bear
0,0,Kuzco*Panicked Llama,7,71,Amethyst Emerald,Uncommon,$1.00,,Kuzco,Panicked Llama
0,0,Anna*Ice Breaker,7,72,Amethyst Sapphire,Uncommon,$1.00,,Anna,Ice Breaker
0,0,Donald Duck*Flustered Sorcerer,7,73,Amethyst,Legendary,,,Donald Duck,Flustered Sorcerer
0,0,The Queen*Jealous Beauty,7,74,Amethyst,Legendary,,,The Queen,Jealous Beauty
0,0,Panic*High-Strung Imp,7,75,Amethyst,Common,$1.00,,Panic,High-Strung Imp
0,0,Archimedes*Exceptional Owl,7,76,Amethyst,Uncommon,,,Archimedes,Exceptional Owl
0,0,Kashekim*Ancient Ruler,7,77,Amethyst,Uncommon,$1.00,,Kashekim,Ancient Ruler
0,0,Dolores Madrigal*Within Earshot,7,78,Amethyst,Common,$1.00,,Dolores Madrigal,Within Earshot
0,0,Mufasa*Among the Stars,7,79,Amethyst Steel,Uncommon,$1.00,,Mufasa,Among the Stars
0,0,Magical Maneuvers,7,80,Amethyst,Uncommon,,,Magical Maneuvers,
0,0,This Is My Family,7,81,Amethyst,Common,$1.00,,This Is My Family,
0,0,Show Me More!,7,82,Amethyst,Super Rare,,,Show Me More!,
0,0,Restoring the Crown,7,83,Amethyst Steel,Rare,,,Restoring the Crown,
0,0,Amethyst Coil,7,84,Amethyst,Uncommon,,,Amethyst Coil,
0,0,Drizella*Spoiled Stepsister,7,85,Emerald,Common,,,Drizella,Spoiled Stepsister
0,0,Grewnge*Cannon Expert,7,86,Emerald,Common,$1.00,,Grewnge,Cannon Expert
0,0,Baymax*Low Battery,7,87,Emerald,Common,$1.00,,Baymax,Low Battery
0,0,Thomas O'Malley*Feline Charmer,7,88,Emerald,Uncommon,$1.00,,Thomas O'Malley,Feline Charmer
0,0,Pete*Pirate Scoundrel,7,89,Emerald,Common,$1.00,$6.00,Pete,Pirate Scoundrel
0,0,Hiro Hamada*Future Champion,7,90,Emerald,Common,$1.00,,Hiro Hamada,Future Champion
0,0,Cheshire Cat*Perplexing Feline,7,91,Emerald,Common,,,Cheshire Cat,Perplexing Feline
0,0,Shere Khan*Infamous Tiger,7,92,Emerald,Rare,,,Shere Khan,Infamous Tiger
0,0,Basil*Secret Informer,7,93,Emerald,Rare,,,Basil,Secret Informer
0,0,Mad Hatter*Unruly Eccentric,7,94,Emerald Ruby,Rare,,,Mad Hatter,Unruly Eccentric
0,0,Queen of Hearts*Unpredictable Bully,7,95,Emerald Ruby,Super Rare,,,Queen of Hearts,Unpredictable Bully
0,0,Hiro Hamada*Armor Designer,7,96,Emerald Sapphire,Super Rare,$10.00,,Hiro Hamada,Armor Designer
0,0,Yokai*Intellectual Schemer,7,97,Emerald Sapphire,Uncommon,$1.17,,Yokai,Intellectual Schemer
0,0,Donald Duck*Lively Pirate,7,98,Emerald,Rare,,,Donald Duck,Lively Pirate
0,0,Berlioz*Mischievous Kitten,7,99,Emerald,Common,$1.00,,Berlioz,Mischievous Kitten
0,0,Lady*Elegant Spaniel,7,100,Emerald,Common,$1.00,$5.00,Lady,Elegant Spaniel
0,0,Yzma*Exasperated Schemer,7,101,Emerald,Common,,,Yzma,Exasperated Schemer
0,0,Pacha*Trekmate,7,102,Emerald,Common,,,Pacha,Trekmate
0,0,Tweedle Dee & Tweedle Dum*Strange Storytellers,7,103,Emerald Ruby,Uncommon,,,Tweedle Dee & Tweedle Dum,Strange Storytellers
0,0,Baymax*Giant Robot,7,104,Emerald Sapphire,Uncommon,$1.50,,Baymax,Giant Robot
0,0,Gizmoduck*Suited Up,7,105,Emerald Steel,Uncommon,$1.00,$6.00,Gizmoduck,Suited Up
0,0,Fidget*Sneaky Bat,7,106,Emerald Ruby,Uncommon,,,Fidget,Sneaky Bat
0,0,Mr. Smee*Efficient Captain,7,107,Emerald Steel,Uncommon,$1.00,,Mr. Smee,Efficient Captain
0,0,Daisy Duck*Multitalented Pirate,7,108,Emerald,Rare,$5.00,,Daisy Duck,Multitalented Pirate
0,0,John Silver*Vengeful Pirate,7,109,Emerald Steel,Rare,$5.00,,John Silver,Vengeful Pirate
0,0,Tramp*Enterprising Dog,7,110,Emerald,Rare,,,Tramp,Enterprising Dog
0,0,King of Hearts*Picky Ruler,7,111,Emerald,Rare,,,King of Hearts,Picky Ruler
0,0,Duchess*Elegant Feline,7,112,Emerald,Uncommon,$1.00,,Duchess,Elegant Feline
0,0,Anastasia*Bossy Stepsister,7,113,Emerald,Uncommon,,,Anastasia,Bossy Stepsister
0,0,Pete*Space Pirate,7,114,Emerald Steel,Super Rare,$5.00,,Pete,Space Pirate
0,0,Lady Tremaine*Bitterly Jealous,7,115,Emerald,Legendary,,,Lady Tremaine,Bitterly Jealous
0,0,"Wake Up, Alice!",7,116,Emerald,Common,$1.00,,"Wake Up, Alice!",
0,0,He's a Tramp,7,117,Emerald,Common,$2.00,,He's a Tramp,
0,0,The Return of Hercules,7,118,Emerald,Legendary,,,The Return of Hercules,
0,0,Ink Geyser,7,119,Emerald Sapphire,Rare,$13.50,,Ink Geyser,
0,0,Emerald Coil,7,120,Emerald,Uncommon,,,Emerald Coil,
0,0,Grandmother Fa*Spirited Elder,7,121,Ruby,Common,,,Grandmother Fa,Spirited Elder
0,0,Queen of Hearts*Losing Her Temper,7,122,Ruby,Common,,,Queen of Hearts,Losing Her Temper
0,0,The Matchmaker*Unforgiving Expert,7,123,Ruby,Common,,,The Matchmaker,Unforgiving Expert
0,0,Denahi*Impatient Hunter,7,124,Ruby Steel,Uncommon,$2.00,,Denahi,Impatient Hunter
0,0,Stabbington Brother*Without a Patch,7,125,Ruby,Common,,,Stabbington Brother,Without a Patch
0,0,Belle*Mechanic Extraordinaire,7,126,Ruby Sapphire,Super Rare,$10.00,,Belle,Mechanic Extraordinaire
0,0,Cy-bug*Invasive Enemy,7,127,Ruby,Common,,,Cy-bug,Invasive Enemy
0,0,Stabbington Brother*With a Patch,7,128,Ruby,Common,,,Stabbington Brother,With a Patch
0,0,Card Soldiers*Royal Troops,7,129,Ruby,Common,,,Card Soldiers,Royal Troops
0,0,Cogsworth*Climbing Clock,7,130,Ruby,Common,,,Cogsworth,Climbing Clock
0,0,Toby*Dogged Companion,7,131,Ruby,Common,,,Toby,Dogged Companion
0,0,Beagle Boys*Small-Time Crooks,7,132,Ruby Sapphire,Uncommon,$1.00,,Beagle Boys,Small-Time Crooks
0,0,Li Shang*Newly Promoted,7,133,Ruby Steel,Uncommon,$1.00,,Li Shang,Newly Promoted
0,0,Moana*Island Explorer,7,134,Ruby,Uncommon,$1.00,,Moana,Island Explorer
0,0,The Phantom Blot*Shadowy Figure,7,135,Ruby,Uncommon,,,The Phantom Blot,Shadowy Figure
0,0,Beast*Frustrated Designer,7,136,Ruby Sapphire,Rare,$5.00,,Beast,Frustrated Designer
0,0,Mushu*Majestic Dragon,7,137,Ruby Steel,Rare,$7.73,$15.00,Mushu,Majestic Dragon
0,0,Maurice*Unconventional Inventor,7,138,Ruby,Rare,,,Maurice,Unconventional Inventor
0,0,Goofy*Extreme Athlete,7,139,Ruby,Super Rare,$15.00,$15.00,Goofy,Extreme Athlete
0,0,Lyle Tiberius Rourke*Crystallized Mercenary,7,140,Ruby,Rare,,,Lyle Tiberius Rourke,Crystallized Mercenary
0,0,Mulan*Imperial General,7,141,Ruby Steel,Super Rare,$5.00,$15.00,Mulan,Imperial General
0,0,Baloo*Ol' Iron Paws,7,142,Ruby,Legendary,,,Baloo,Ol' Iron Paws
0,0,Ratigan*Nefarious Criminal,7,143,Ruby,Legendary,,,Ratigan,Nefarious Criminal
0,0,Sir Kay*Unruly Knight,7,144,Ruby,Uncommon,,,Sir Kay,Unruly Knight
0,0,Milo Thatch*Undaunted Scholar,7,145,Ruby,Rare,,,Milo Thatch,Undaunted Scholar
0,0,Edgar Balthazar*Ambitious Butler,7,146,Ruby,Common,$1.00,,Edgar Balthazar,Ambitious Butler
0,0,We've Got Company!,7,147,Ruby,Rare,,,We've Got Company!,
0,0,Out Of Order,7,148,Ruby,Common,$1.00,,Out Of Order,
0,0,Ruby Coil,7,149,Ruby,Uncommon,,,Ruby Coil,
0,0,Unconventional Tool,7,150,Ruby,Common,$1.00,$6.00,Unconventional Tool,
0,0,Maurice's Machine,7,151,Ruby Sapphire,Uncommon,,,Maurice's Machine,
0,0,Devil's Eye Diamond,7,152,Ruby,Rare,,,Devil's Eye Diamond,
0,0,Clarabelle*News Reporter,7,153,Sapphire,Rare,,,Clarabelle,News Reporter
0,0,Scrooge McDuck*Resourceful Miser,7,154,Sapphire,Legendary,$29.00,$50.00,Scrooge McDuck,Resourceful Miser
0,0,Mattias*Arendelle General,7,155,Sapphire,Common,,,Mattias,Arendelle General
0,0,Moana*Adventurer of Land and Sea,7,156,Sapphire,Common,$1.00,,Moana,Adventurer of Land and Sea
0,0,Monsieur D'Arque*Despicable Proprietor,7,157,Sapphire,Common,,,Monsieur D'Arque,Despicable Proprietor
0,0,Gaetan Moliere*The Mole,7,158,Sapphire,Uncommon,$1.00,,Gaetan Moliere,The Mole
0,0,Belle*Apprentice Inventor,7,159,Sapphire,Common,$2.00,$8.67,Belle,Apprentice Inventor
0,0,Lucky*Runt of the Litter,7,160,Sapphire,Rare,$5.00,,Lucky,Runt of the Litter
0,0,Dawson*Puzzling Sleuth,7,161,Sapphire,Rare,,,Dawson,Puzzling Sleuth
0,0,Tamatoa*Happy as a Clam,7,162,Sapphire,Legendary,$48.33,,Tamatoa,Happy as a Clam
0,0,HeiHei*Expanded Consciousness,7,163,Sapphire Steel,Uncommon,$1.00,,HeiHei,Expanded Consciousness
0,0,Kida*Creative Thinker,7,164,Sapphire,Rare,$5.00,,Kida,Creative Thinker
0,0,Toulouse*Artistic Kitten,7,165,Sapphire,Common,$1.00,,Toulouse,Artistic Kitten
0,0,Marie*Favored Kitten,7,166,Sapphire,Uncommon,$1.00,,Marie,Favored Kitten
0,0,Pepper*Quick-Thinking Puppy,7,167,Sapphire,Common,$1.00,,Pepper,Quick-Thinking Puppy
0,0,Freckles*Good Boy,7,168,Sapphire,Common,,,Freckles,Good Boy
0,0,Honey Lemon*Chemistry Whiz,7,169,Sapphire,Common,,,Honey Lemon,Chemistry Whiz
0,0,Robin Hood*Eye for Detail,7,170,Sapphire,Common,,,Robin Hood,Eye for Detail
0,0,Penny the Orphan*Clever Child,7,171,Sapphire,Common,,,Penny the Orphan,Clever Child
0,0,Lady Kluck*Protective Confidant,7,172,Sapphire Steel,Uncommon,,,Lady Kluck,Protective Confidant
0,0,Jasmine*Inspired Researcher,7,173,Sapphire Steel,Rare,$5.00,,Jasmine,Inspired Researcher
0,0,Jebidiah Farnsworth*Expedition Cook,7,174,Sapphire,Uncommon,,,Jebidiah Farnsworth,Expedition Cook
0,0,Baymax*Upgraded Robot,7,175,Sapphire,Rare,$5.00,,Baymax,Upgraded Robot
0,0,Maid Marian*Badminton Ace,7,176,Sapphire Steel,Super Rare,$5.00,,Maid Marian,Badminton Ace
0,0,Water Has Memory,7,177,Sapphire,Common,,,Water Has Memory,
0,0,All is Found,7,178,Sapphire,Rare,$8.00,$15.00,All is Found,
0,0,Sapphire Coil,7,179,Sapphire,Uncommon,$1.75,$6.00,Sapphire Coil,
0,0,Baymax's Charging Station,7,180,Sapphire,Common,$1.00,,Baymax's Charging Station,
0,0,Dr. Calico*Green-Eyed Man,7,181,Steel,Common,,,Dr. Calico,Green-Eyed Man
0,0,Akela*Wolf Pack Elder,7,182,Steel,Common,,,Akela,Wolf Pack Elder
0,0,Helga Sinclair*Tough as Nails,7,183,Steel,Uncommon,,,Helga Sinclair,Tough as Nails
0,0,Bolt*Headstrong Dog,7,184,Steel,Common,$1.00,,Bolt,Headstrong Dog
0,0,HeiHei*Rambling Rooster,7,185,Steel,Common,,,HeiHei,Rambling Rooster
0,0,Raya*Guidance Seeker,7,186,Steel,Rare,,,Raya,Guidance Seeker
0,0,Tuk Tuk*Disarminaly Cute,7,187,Steel,Rare,,,Tuk Tuk,Disarminaly Cute
0,0,Fa Zhou*War Hero,7,188,Steel,Rare,$5.00,,Fa Zhou,War Hero
